user_id,item_id,sentiment,items_count,playtime_forever,genres,app_name,price,developer,release_year
76561198101324330,4000,2,27,9736.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
UltimateAlloy,4000,1,129,58563.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
76561198059301330,208090,0,48,3981.0,Action,Loadout,0.0,Edge of Reality,2014.0
76561197965224231,730,0,43,57244.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198025505068,730,1,25,7433.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Meatman1151,252950,2,29,830.0,Action,Rocket League®,19.99,"Psyonix, Inc.",2015.0
76561198066529457,730,1,66,4587.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Clinkzton,339800,2,104,965.0,Indie,HuniePop,9.99,HuniePot,2015.0
76561198089875992,262060,1,92,14120.0,Indie,Darkest Dungeon®,24.99,Red Hook Studios,2016.0
disregardwomenacquirecurrency,232090,1,134,4568.0,Action,Killing Floor 2,29.99,Tripwire Interactive,2016.0
FixItFox,346900,0,28,4348.0,Casual,AdVenture Capitalist,0.0,Hyper Hippo Games,2015.0
Edgy1,409170,1,100,8.0,Indie,Contract,2.99,"S Houben,N Tailor,A Barnett",2016.0
76561198049136422,386360,2,4,2409.0,Action,SMITE®,0.0,Hi-Rez Studios,2015.0
liv0004,219150,1,69,223.0,Action,Hotline Miami,9.99,Dennaton Games,2012.0
medusameows,113020,2,47,9624.0,Action,Monaco: What's Yours Is Mine,14.99,Pocketwatch Games,2013.0
76561198084307939,388090,1,38,23.0,Action,Five Nights at Freddy's 4,7.99,Scott Cawthon,2015.0
themegastro,550,2,102,4665.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
MaarTinxu,242760,2,16,1568.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
MeGoring,730,2,168,136180.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
CaptainViggs,204360,2,83,426.0,Action,Castle Crashers®,14.99,The Behemoth,2012.0
76561198086622542,349700,1,60,113.0,Action,Romero's Aftermath,0.0,Free Reign Entertainment,2015.0
darkaceftw,232090,2,26,4884.0,Action,Killing Floor 2,29.99,Tripwire Interactive,2016.0
nerfdarius,730,0,26,63645.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
qortmdals003,241560,1,45,196.0,Action,The Crew™,29.99,Ivory Tower in collaboration with Ubisoft Reflections,2014.0
thomazlol,346900,1,50,18496.0,Casual,AdVenture Capitalist,0.0,Hyper Hippo Games,2015.0
ItsItsItsItsItsmememe,620,1,88,658.0,Action,Portal 2,19.99,Valve,2011.0
Lockouttaheaven,241930,2,99,305.0,Action,Middle-earth™: Shadow of Mordor™,19.99,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0
76561198071991173,230410,2,7,38788.0,Action,Warframe,0.0,Digital Extremes,2013.0
AAAAAAAAlAAAAAAAAAA,105600,1,75,20824.0,Action,Terraria,9.99,Re-Logic,2011.0
h00py,70,2,25,810.0,Action,Half-Life,9.99,Valve,1998.0
76561198044026724,50130,2,139,921.0,Action,Mafia II,29.99,"2K Czech,Feral Interactive (Mac)",2011.0
arashk1996,230410,2,282,21070.0,Action,Warframe,0.0,Digital Extremes,2013.0
Meph--,244870,2,403,460.0,Action,Electronic Super Joy,7.99,Michael Todd Games,2013.0
Lightbekon,268500,0,279,10175.0,Strategy,XCOM® 2,59.99,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016.0
sirasscakes,255710,1,110,12032.0,Simulation,Cities: Skylines,29.99,Colossal Order Ltd.,2015.0
76561198146431031,346900,2,14,565.0,Casual,AdVenture Capitalist,0.0,Hyper Hippo Games,2015.0
hkdgjm,264380,1,152,58.0,Indie,Narcissu 1st & 2nd,0.0,stage-nana,2007.0
Mett6,241720,1,121,2147.0,Action,Guncraft,14.99,Exato Games Studio,2013.0
76561198048922542,220,1,62,228.0,Action,Half-Life 2,9.99,Valve,2004.0
76561198085513666,242760,0,65,757.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
76561198064936176,4000,1,104,17438.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
notsaddam,20900,1,88,3353.0,Action,The Witcher: Enhanced Edition Director's Cut,9.99,CD PROJEKT RED,2008.0
76561198027727883,252490,2,87,5174.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198158147651,242760,2,55,12105.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
76561198027533076,225540,1,81,741.0,Action,Just Cause™ 3,49.99,Avalanche Studios,2015.0
AusMikey,243470,0,68,278.0,Action,Watch_Dogs™,29.99,Ubisoft,2014.0
76561198171017834,4000,2,161,1793.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
pixlflames,252490,2,162,15493.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198087566671,325610,2,149,27254.0,Strategy,Total War: ATTILA,44.99,Creative Assembly,2015.0
miguel3939,24960,0,37,520.0,Action,Battlefield: Bad Company™ 2,19.99,DICE,2010.0
76561198098447960,265930,2,58,159.0,Casual,Goat Simulator,9.99,Coffee Stain Studios,2014.0
m1dday,385730,1,436,2013.0,Simulation,WWE 2K16,49.99,"Visual Concepts,Yuke's",2016.0
Varck,310080,1,122,29.0,Casual,Hatoful Boyfriend,9.99,"Mediatonic,Hato Moa,The Irregular Corporation",2014.0
Smithy199,65800,2,107,17048.0,Action,Dungeon Defenders,14.99,Trendy Entertainment,2011.0
2390746539217,105600,1,23,7199.0,Action,Terraria,9.99,Re-Logic,2011.0
76561198053869992,245170,1,35,6789.0,Action,Skullgirls,9.99,Lab Zero Games,2013.0
lohbsy,413150,1,250,2178.0,Indie,Stardew Valley,14.99,ConcernedApe,2016.0
76561198078389003,221910,2,68,218.0,Adventure,The Stanley Parable,14.99,Galactic Cafe,2013.0
76561198088918807,227940,1,136,9823.0,Action,Heroes & Generals,0.0,Reto-Moto,2016.0
76561198068257050,252490,1,34,991.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198065725199,730,2,55,51032.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
superdodo5,4000,2,51,83269.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
milkxama,730,1,36,103233.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198086118981,1250,1,85,2583.0,Action,Killing Floor,19.99,Tripwire Interactive,2009.0
76561198050812671,338170,1,67,211.0,Action,Ratz Instagib,8.99,Lino Slahuschek,2016.0
76561198175247209,730,1,28,78929.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Hardway155,319630,2,288,964.0,Action,Life is Strange - Episode 1,0.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0
harryhairyarse,252490,2,94,19452.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198039330239,271590,2,222,9437.0,Action,Grand Theft Auto V,39.99,Rockstar North,2015.0
154352,300080,1,87,26.0,Free to Play,Total War Battles: KINGDOM,0.0,Creative Assembly,2016.0
minkang7360,49520,2,116,5572.0,Action,Borderlands 2,19.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0
76561198060843008,265930,1,23,449.0,Casual,Goat Simulator,9.99,Coffee Stain Studios,2014.0
_kyra,730,2,104,11362.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
mintgreeniceteawithmilk,730,2,45,86441.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Mintlessgaming,332800,2,26,2402.0,Indie,Five Nights at Freddy's 2,7.99,Scott Cawthon,2014.0
crackdatdopamine,221640,1,167,279.0,Action,Super Hexagon,2.99,Terry Cavanagh,2012.0
Mirstikain,304930,1,67,10636.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
miscgamingyoutube,730,2,47,76013.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198077888594,10180,2,97,1292.0,Action,Call of Duty®: Modern Warfare® 2,19.99,"Infinity Ward,Aspyr (Mac)",2009.0
KJuke,200210,1,66,1634.0,Action,Realm of the Mad God,0.0,Wild Shadow Studios,2012.0
MissVioletVi,346110,1,90,17105.0,Action,ARK: Survival Evolved,59.99,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0
ansairmist,227300,2,65,34914.0,Indie,Euro Truck Simulator 2,19.99,SCS Software,2013.0
76561198142511076,239820,2,68,791.0,Casual,Game Dev Tycoon,9.99,Greenheart Games,2013.0
76561198059749148,221380,2,48,2422.0,Strategy,Age of Empires II HD,19.99,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013.0
76561198035148971,4000,2,82,4938.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
535346456636,304930,1,83,1471.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
markereiei,730,2,75,32106.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198048813790,417860,1,72,41.0,Adventure,Emily is Away,0.0,Kyle Seeley,2015.0
motchbox,730,0,123,49317.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198044588689,272510,2,176,1064.0,Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,29.99,"CyberConnect2 Co., Ltd.",2014.0
iwannakilmyselfthx,319630,2,59,864.0,Action,Life is Strange - Episode 1,0.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0
76561198054568398,238320,0,127,275.0,Action,Outlast,19.99,Red Barrels,2013.0
mixadance,271590,1,695,14683.0,Action,Grand Theft Auto V,39.99,Rockstar North,2015.0
BuddyGowut,252490,1,55,18379.0,Action,Rust,19.99,Facepunch Studios,2013.0
chocpin,8930,2,174,28.0,Strategy,Sid Meier's Civilization® V,29.99,"Firaxis Games,Aspyr (Mac, Linux)",2010.0
mjtothetop,105600,2,220,41745.0,Action,Terraria,9.99,Re-Logic,2011.0
76561198120690276,50300,2,129,221.0,Action,Spec Ops: The Line,29.99,Yager Development,2012.0
76561198027601501,46770,1,148,4582.0,Indie,Making History II: The War of the World,14.99,Muzzy Lane Software,2010.0
IISantaII,355840,0,78,121.0,Action,Survarium,0.0,Vostok Games,2015.0
76561198071642666,200510,0,210,1169.0,Strategy,XCOM: Enemy Unknown,29.99,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0
MobbaHobba,304930,1,381,721.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
XMobeZC,211820,0,49,7231.0,Action,Starbound,14.99,Chucklefish,2016.0
Portals,243470,0,310,1277.0,Action,Watch_Dogs™,29.99,Ubisoft,2014.0
76561198064199218,330840,2,116,1886.0,Adventure,Game of Thrones - A Telltale Games Series,29.99,Telltale Games,2014.0
345675,220,1,180,754.0,Action,Half-Life 2,9.99,Valve,2004.0
76561198068347804,207230,2,273,11193.0,Action,ArcheBlade™,0.0,CodeBrush Games,2014.0
ForTheWinLegitimance,252950,0,40,11471.0,Action,Rocket League®,19.99,"Psyonix, Inc.",2015.0
imdagiver,208480,2,284,2332.0,Adventure,Assassin’s Creed® III,19.99,Ubisoft Montreal,2012.0
burnttoast4444,4570,2,95,42.0,Strategy,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,Relic Entertainment,2006.0
76561198090507837,282440,1,71,321.0,Action,Quake Live™,9.99,id Software,2010.0
76561198176703745,730,1,65,44983.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198059983240,349040,1,44,4434.0,Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,29.99,CyberConnect2 Co. Ltd.,2016.0
76561198085905659,550,2,27,4220.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
76561198135993852,304930,1,102,7875.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
76561198051664244,730,0,114,43285.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
stupidbitchcunt,4920,0,54,856.0,Action,Natural Selection 2,9.99,Unknown Worlds Entertainment,2012.0
Eros13,4560,0,67,257.0,Action,Company of Heroes - Legacy Edition,19.99,Relic Entertainment,2006.0
76561198071542886,730,2,31,63631.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198038335264,328220,2,196,1664.0,Indie,Wild Season,16.99,Quickfire Games,2015.0
CorporalTaylor200,105600,1,32,2875.0,Action,Terraria,9.99,Re-Logic,2011.0
76561198090180844,224260,2,50,3104.0,Action,No More Room in Hell,0.0,No More Room in Hell Team,2011.0
komix15,65800,0,329,2935.0,Action,Dungeon Defenders,14.99,Trendy Entertainment,2011.0
moocowsmoocows,620,1,39,1541.0,Action,Portal 2,19.99,Valve,2011.0
76561198079559505,224900,2,162,587.0,Action,Iron Sky: Invasion,19.99,Reality Pump,2012.0
Moomoomang,404080,2,465,51.0,Adventure,Murder,0.99,Peter Moorhead,2015.0
76561198065080939,242920,2,68,2925.0,Indie,Banished,19.99,Shining Rock Software LLC,2014.0
6592,40400,2,335,8057.0,Indie,AI War: Fleet Command,9.99,"Arcen Games, LLC",2009.0
mooserodah,221100,0,376,1790.0,Action,DayZ,34.99,Bohemia Interactive,2013.0
76561198077072857,311210,1,24,4251.0,Action,Call of Duty®: Black Ops III,59.99,Treyarch,2015.0
mygrandsonnathan,107410,2,63,758.0,Action,Arma 3,39.99,Bohemia Interactive,2013.0
Obamastar,15100,2,222,1079.0,Action,Assassin's Creed™: Director's Cut Edition,19.99,Ubisoft Montreal,2008.0
76561198097614571,730,1,19,9515.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
explosiv3,275200,2,101,354.0,Action,Westerado: Double Barreled,14.99,Ostrich Banditos,2015.0
76561198067229346,212160,1,140,84.0,Action,Vindictus,0.0,Nexon,2012.0
arbiter928,730,2,91,33081.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198034465295,226860,1,790,23449.0,Indie,Galactic Civilizations III,29.99,Stardock Entertainment,2015.0
mortonawsome100,40100,2,46,1447.0,Strategy,Supreme Commander 2,12.99,Gas Powered Games,2010.0
76561198056590465,250900,2,112,15799.0,Action,The Binding of Isaac: Rebirth,14.99,"Nicalis, Inc.",2014.0
0896398616,206420,1,184,4229.0,Action,Saints Row IV,14.99,Deep Silver Volition,2013.0
movrex,319630,1,224,734.0,Action,Life is Strange - Episode 1,0.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0
Moving_McTarget,50300,0,657,471.0,Action,Spec Ops: The Line,29.99,Yager Development,2012.0
76561198001593974,334120,1,206,568.0,Adventure,Armikrog,9.99,Pencil Test Studios,2015.0
Moyi2706,550,1,36,203.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
fsociety_00,252490,1,50,1560.0,Action,Rust,19.99,Facepunch Studios,2013.0
mrjeffersontm,4000,1,33,17805.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
WILDCAT192,730,2,10,26435.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198065420140,4000,1,69,27689.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
mouthtoass,730,0,75,14406.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Tombuscus,233270,2,131,675.0,Action,Far Cry 3 - Blood Dragon,14.99,Ubisoft Montreal,2013.0
nuclearpig22,274190,1,82,1556.0,Action,Broforce,14.99,Free Lives,2015.0
Kitakats,265930,0,132,865.0,Casual,Goat Simulator,9.99,Coffee Stain Studios,2014.0
moxxi2050,209000,1,359,1190.0,Action,Batman™: Arkham Origins,19.99,"WB Games Montreal,Splash Damage",2013.0
76561198065414275,304930,1,59,433.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
76561198084015139,1250,2,213,8912.0,Action,Killing Floor,19.99,Tripwire Interactive,2009.0
76561198059457068,258050,2,67,202.0,Action,Survivor Squad,2.99,Endless Loop Studios,2013.0
Mr-Sydney,304930,2,56,2107.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
Kevoz,367580,2,146,51.0,Casual,Hook,0.99,"Maciej Targoni,Wojciech Wasiak",2015.0
76561198060546291,238460,2,9,213.0,Action,BattleBlock Theater®,14.99,The Behemoth,2014.0
FastenedWalnut,252490,1,126,28085.0,Action,Rust,19.99,Facepunch Studios,2013.0
armeda,2600,2,555,4332.0,Action,Vampire: The Masquerade - Bloodlines,19.99,Troika Games,2004.0
76561198090272909,730,1,72,13565.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
MrYeroc,28000,2,259,35.0,Action,Kane & Lynch 2: Dog Days,9.99,IO Interactive,2010.0
itsGeeGee,247730,0,177,993.0,Action,Nether: Resurrected,4.99,Phosphor Games Studio,2014.0
josyco123,224540,2,182,822.0,Action,Ace of Spades: Battle Builder,14.99,Jagex Limited,2012.0
76561198038210954,70000,2,36,172.0,Action,Dino D-Day,9.99,800 North and Digital Ranch,2011.0
leslam,379720,1,160,885.0,Action,DOOM,29.99,id Software,2016.0
76561198008532637,255710,2,63,5150.0,Simulation,Cities: Skylines,29.99,Colossal Order Ltd.,2015.0
CDTLEGO,248820,1,138,590.0,Action,Risk of Rain,9.99,"Hopoo Games, LLC",2013.0
76561198075323605,319630,1,54,845.0,Action,Life is Strange - Episode 1,0.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0
76561198081074389,218230,1,65,4236.0,Action,PlanetSide 2,0.0,Daybreak Game Company,2012.0
76561198049104801,204300,1,70,647.0,Action,Awesomenauts - the 2D moba,0.0,Ronimo Games,2012.0
rewfifa,730,1,46,13324.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
SPACEgamer,218230,1,38,25903.0,Action,PlanetSide 2,0.0,Daybreak Game Company,2012.0
isis4ever,730,1,32,181528.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
CXYLV7J2YTEPIQO7POLCDA5NYE6EFWAB,242760,1,91,5445.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
MistaDak,291550,1,145,4527.0,Action,Brawlhalla,0.0,Blue Mammoth Games,2017.0
Zombiepig950,1250,2,197,2646.0,Action,Killing Floor,19.99,Tripwire Interactive,2009.0
76561198085373053,301520,2,23,4275.0,Action,Robocraft,0.0,Freejam,2017.0
connorlynn,10180,2,45,1052.0,Action,Call of Duty®: Modern Warfare® 2,19.99,"Infinity Ward,Aspyr (Mac)",2009.0
76561198073838544,230410,1,18,90888.0,Action,Warframe,0.0,Digital Extremes,2013.0
Codstar30,25000,2,54,578.0,Action,Overgrowth,29.99,Wolfire Games,2017.0
76561198070548390,2400,1,92,486.0,Action,The Ship: Murder Party,9.99,Outerlight Ltd.,2006.0
76561198055938832,250320,1,43,5167.0,Adventure,The Wolf Among Us,24.99,Telltale Games,2013.0
76561198090511238,205100,2,44,1671.0,Action,Dishonored,9.99,Arkane Studios,2012.0
natapongmunesai,249130,1,54,1974.0,Action,LEGO® Marvel™ Super Heroes,19.99,Traveller's Tales,2013.0
76561198073226201,49520,2,85,4658.0,Action,Borderlands 2,19.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0
Pigeater5,45740,0,75,269.0,Action,Dead Rising® 2,19.99,Capcom Vancouver,2010.0
MrRandomGuy,243780,2,168,31.0,Strategy,PixelJunk™ Monsters Ultimate,9.99,"Double Eleven,Q-Games Ltd.",2013.0
76561198130273713,4000,1,46,13904.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
76561198060768791,306130,2,65,5843.0,Massively Multiplayer,The Elder Scrolls® Online: Tamriel Unlimited™,19.99,Zenimax Online Studios,2014.0
76561198029533323,258970,2,299,1106.0,Action,Gauntlet™ Slayer Edition,19.99,Arrowhead Game Studios,2014.0
mrthromato98,252950,2,137,1464.0,Action,Rocket League®,19.99,"Psyonix, Inc.",2015.0
JustLeftSteam,211820,1,98,4037.0,Action,Starbound,14.99,Chucklefish,2016.0
76561198103674275,243470,2,52,4711.0,Action,Watch_Dogs™,29.99,Ubisoft,2014.0
RentedGas124,333950,2,109,1227.0,Action,Medieval Engineers,19.99,Keen Software House,2015.0
76561198048259980,250460,1,499,78.0,Casual,Bridge Constructor,9.99,ClockStone,2013.0
76561198072448447,287700,0,49,388.0,Action,METAL GEAR SOLID V: THE PHANTOM PAIN,19.99,Konami Digital Entertainment,2015.0
76561198052776159,50300,0,225,1131.0,Action,Spec Ops: The Line,29.99,Yager Development,2012.0
76561198069479694,730,1,25,15212.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
DarthVegas,730,2,257,25746.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198008105343,233130,0,294,557.0,Action,Shadow Warrior,39.99,Flying Wild Hog,2013.0
76561198045090814,264140,2,59,28.0,Adventure,Pixel Piracy,9.99,Vitali Kirpu,2015.0
zacharydonnelly,252950,1,192,5718.0,Action,Rocket League®,19.99,"Psyonix, Inc.",2015.0
MrExecutionerQQ,730,1,28,18546.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198077530172,291480,2,70,683.0,Action,Warface,0.0,Crytek,2014.0
76561198017212077,224760,1,91,33.0,Indie,FEZ,9.99,Polytron Corporation,2013.0
MrModra,203750,2,132,713.0,Action,Binary Domain,14.99,Devil's Details,2012.0
76561198029207370,273110,2,172,2059.0,Action,Counter-Strike Nexon: Zombies,0.0,Nexon,2014.0
76561198050667465,212070,2,131,218.0,Action,Star Conflict,0.0,Star Gem Inc.,2013.0
76561198069401376,431240,2,11,298.0,Casual,Golf With Your Friends,5.99,Blacklight Interactive,2016.0
76561198074092628,304930,1,32,996.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
MrSlothe,107410,2,103,18616.0,Action,Arma 3,39.99,Bohemia Interactive,2013.0
76561198040264010rr,206190,1,461,127.0,Action,Gunpoint,9.99,Suspicious Developments,2013.0
mrvoidlord,730,2,84,82644.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198044314028,205100,2,170,1138.0,Action,Dishonored,9.99,Arkane Studios,2012.0
76561198057437285,208090,1,89,383.0,Action,Loadout,0.0,Edge of Reality,2014.0
76561198203915497,346110,2,41,5970.0,Action,ARK: Survival Evolved,59.99,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0
76561198092172350,261030,2,182,3942.0,Adventure,The Walking Dead: Season 2,24.99,Telltale Games,2013.0
MSilentRespawn,730,1,20,8052.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
TheLittleBean,239820,1,40,356.0,Casual,Game Dev Tycoon,9.99,Greenheart Games,2013.0
76561198057755072,22380,2,80,6205.0,Action,Fallout: New Vegas,9.99,Obsidian Entertainment,2010.0
mulligan6,730,2,52,62799.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198072264331,550,1,51,1876.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
76561198091203454,221100,0,63,10857.0,Action,DayZ,34.99,Bohemia Interactive,2013.0
76561197990505840,730,1,6,85987.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198064111719,275850,2,99,1541.0,Action,No Man's Sky,59.99,Hello Games,2016.0
76561198071374270,730,2,3,59668.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
murasamehd,730,2,26,116016.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
muritheburitto,261640,1,62,2616.0,Action,Borderlands: The Pre-Sequel,39.99,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2014.0
Murkeeeee,346900,2,68,786.0,Casual,AdVenture Capitalist,0.0,Hyper Hippo Games,2015.0
equinox97,239030,2,69,32.0,Adventure,"Papers, Please",9.99,3909,2013.0
spadesace007,388090,2,13,65.0,Action,Five Nights at Freddy's 4,7.99,Scott Cawthon,2015.0
muskieratboi,39150,2,691,177.0,RPG,FINAL FANTASY VIII,11.99,Square Enix,2013.0
spamoutacan,730,0,7,40037.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
mutanterex22,242050,2,165,5659.0,Action,Assassin’s Creed® IV Black Flag™,19.99,Ubisoft Montreal,2013.0
76561198035705957,32800,2,57,2823.0,Action,Lord of the Rings: War in the North,19.99,Snowblind Studios,2011.0
76561198059584945,730,0,41,66271.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
lollipopwarrior,730,2,280,21417.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
OHDAYUMMAHNIGGA,304930,2,28,4677.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
76561198048922022,34900,1,184,56.0,Indie,Bad Rats: the Rats' Revenge,0.99,Invent4 Entertainment,2009.0
GlitterMissile,301520,1,67,4564.0,Action,Robocraft,0.0,Freejam,2017.0
bunny123,208580,2,63,10.0,RPG,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,9.99,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2005.0
ITS_COHN_JENA,301520,2,26,2029.0,Action,Robocraft,0.0,Freejam,2017.0
esema1234,4000,1,89,4904.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
MysticalMrCool,8870,1,110,157.0,Action,BioShock Infinite,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0
76561198148674853,730,1,52,78856.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
senhp,730,0,21,23838.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198081422504,301520,1,47,457.0,Action,Robocraft,0.0,Freejam,2017.0
WaliDreW,730,2,64,44416.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
nicaoooo,730,1,127,50809.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
n00bmobile,17390,1,77,1838.0,Simulation,SPORE™,19.99,Maxis™,2008.0
xychome,273350,1,134,156.0,Action,Evolve Stage 2,0.0,Turtle Rock Studios,2015.0
76561198048227297,730,0,253,47637.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
NakinhaXapa,223710,1,131,669.0,Action,Cry of Fear,0.0,Team Psykskallar,2013.0
76561198079931414,35450,1,107,6.0,Action,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,19.99,Tripwire Interactive,2011.0
76561198040305315,330830,2,224,417.0,Adventure,Tales from the Borderlands,24.99,Telltale Games,2014.0
supersneaklord,207230,2,59,121.0,Action,ArcheBlade™,0.0,CodeBrush Games,2014.0
76561198080697574,359550,1,158,13721.0,Action,Tom Clancy's Rainbow Six® Siege,14.99,Ubisoft Montreal,2015.0
76561198051372466,200510,1,203,2685.0,Strategy,XCOM: Enemy Unknown,29.99,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0
76561198089007932,73220,2,8,12577.0,Strategy,Supreme Ruler: Cold War,9.99,BattleGoat Studios,2011.0
HA5,48700,1,62,33115.0,Action,Mount & Blade: Warband,19.99,TaleWorlds Entertainment,2010.0
Navezinho,4000,1,17,12112.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
Narwh4l,301520,2,93,3800.0,Action,Robocraft,0.0,Freejam,2017.0
brunolopez67,12120,1,70,5230.0,Action,Grand Theft Auto: San Andreas,14.99,Rockstar Games,2005.0
Nataszz,302510,2,63,131.0,Action,Ryse: Son of Rome,19.99,Crytek,2014.0
76561198026256524,730,2,99,5571.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
speedyy,252490,2,562,4614.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198074506980,730,1,92,13644.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198078562678,107410,2,98,5768.0,Action,Arma 3,39.99,Bohemia Interactive,2013.0
76561198083758144,255710,1,55,4164.0,Simulation,Cities: Skylines,29.99,Colossal Order Ltd.,2015.0
